            .9800  1.0000
          -1.01    0.00  
 4672.000  0.9894  1.0115
 4672.020  0.9910  1.0129
 4672.040  0.9931  1.0119
 4672.060  0.9919  1.0097
 4672.080  0.9876  1.0129
 4672.100  0.9837  1.0114
 4672.120  0.9840  1.0110
 4672.140  0.9883  1.0098
 4672.160  0.9933  1.0136
 4672.180  0.9941  1.0145
 4672.200  0.9883  1.0129
 4672.220  0.9785  1.0139
 4672.240  0.9728  1.0155
 4672.260  0.9777  1.0146
 4672.280  0.9917  1.0108
 4672.300  1.0061  1.0153
 4672.320  1.0126  1.0107
 4672.340  1.0080  1.0117
 4672.360  0.9972  1.0098
 4672.380  0.9891  1.0109
 4672.400  0.9884  1.0047
 4672.420  0.9922  1.0114
 4672.440  0.9950  1.0116
 4672.460  0.9933  1.0170
 4672.480  0.9878  1.0146
 4672.500  0.9830  1.0148
 4672.520  0.9833  1.0095
 4672.540  0.9905  1.0115
 4672.560  1.0035  1.0093
 4672.580  1.0179  1.0071
 4672.600  1.0280  1.0073
 4672.620  1.0306  1.0105
 4672.640  1.0250  1.0108
 4672.660  1.0122  1.0101
 4672.680  0.9955  1.0079
 4672.700  0.9813  1.0115
 4672.720  0.9761  1.0080
 4672.740  0.9812  1.0099
 4672.760  0.9906  1.0099
 4672.780  0.9947  1.0087
 4672.800  0.9859  1.0078
 4672.820  0.9649  1.0092
 4672.840  0.9417  1.0085
 4672.860  0.9278  1.0081
 4672.880  0.9283  1.0031
 4672.900  0.9388  1.0048
 4672.920  0.9504  0.9977
 4672.940  0.9546  0.9928
 4672.960  0.9492  0.9894
 4672.980  0.9403  0.9928
 4673.000  0.9378  1.0013
 4673.020  0.9456  1.0013
 4673.040  0.9584  1.0029
 4673.060  0.9675  1.0089
 4673.080  0.9689  1.0085
 4673.100  0.9646  1.0102
 4673.120  0.9590  1.0071
 4673.140  0.9561  1.0086
 4673.160  0.9579  1.0088
 4673.180  0.9627  1.0070
 4673.200  0.9667  1.0060
 4673.220  0.9696  1.0125
 4673.240  0.9735  1.0109
 4673.260  0.9788  1.0082
 4673.280  0.9837  1.0133
 4673.300  0.9873  1.0112
 4673.320  0.9892  1.0163
 4673.340  0.9899  1.0114
 4673.360  0.9892  1.0120
 4673.380  0.9871  1.0086
 4673.400  0.9849  1.0165
 4673.420  0.9843  1.0100
 4673.440  0.9855  1.0138
 4673.460  0.9880  1.0094
 4673.480  0.9922  1.0113
 4673.500  0.9972  1.0073
 4673.520  1.0000  1.0054
 4673.540  0.9986  1.0107
 4673.560  0.9936  1.0102
 4673.580  0.9856  1.0099
 4673.600  0.9761  1.0082
 4673.620  0.9693  1.0047
 4673.640  0.9697  0.9916
 4673.660  0.9749  0.9673
 4673.680  0.9770  0.9636
 4673.700  0.9749  0.9859
 4673.720  0.9753  0.9982
 4673.740  0.9811  1.0056
 4673.760  0.9878  1.0028
 4673.780  0.9907  1.0062
 4673.800  0.9890  1.0039
 4673.820  0.9857  1.0094
 4673.840  0.9857  1.0124
 4673.860  0.9917  1.0116
 4673.880  1.0013  1.0091
 4673.900  1.0089  1.0070
 4673.920  1.0104  1.0085
 4673.940  1.0049  1.0065
 4673.960  0.9944  1.0025
 4673.980  0.9837  1.0080
 4674.000  0.9791  1.0069
 4674.020  0.9833  1.0068
 4674.040  0.9926  1.0039
 4674.060  1.0012  1.0029
 4674.080  1.0034  0.9954
 4674.100  0.9980  0.9973
 4674.120  0.9903  1.0009
 4674.140  0.9885  1.0053
 4674.160  0.9965  1.0079
 4674.180  1.0108  1.0095
 4674.200  1.0218  1.0033
 4674.220  1.0225  1.0147
 4674.240  1.0152  1.0117
 4674.260  1.0061  1.0122
 4674.280  0.9995  1.0065
